stop_id,stop_name,stop_desc,stop_lat,stop_lon,zone_id,location_type,parent_station,wheelchair_boarding,vehicle_type
1:MIVAL,Mi-Vallon,,45.5528129,5.9214888,,1,,,
1:TISSO,La Tissot,,45.5711421,5.8457716,,1,,,
1:RAGES,Ragès,,45.6283773,5.910237,,1,,,
1:CRET,Crêt,,45.6236785,5.9154415,,1,,,
1:BOCAG,Bocage,,45.5634071,5.9307574,,1,,,
1:CSALB,Saint Alban Centre,,45.5784012,5.955366,,1,,,
1:VIMCL,Vimines Chef-Lieu,,45.5461773,5.8653036,,1,,,
1:STBALA,Saint Baldoph Centre,,45.5313344,5.9559611,,1,,,
1:CARBA,Centre Com. Bassens,,45.5726661,5.9448793,,1,,,
1:STBALD,Saint Baldoph Centre,,45.53134,5.9560896,,1,,,
1:LAMET,Haut Des Lamettes,,45.5289744,5.9449509,,1,,,
1:PONTE,Le Pontet,,45.5439503,5.9126546,,1,,,
1:RAUTI,Route D'Autigny,,45.6160669,5.9090766,,1,,,
1:ESTJE,Ecole St Jean,,45.599118,5.8666038,,1,,,
1:PREFC,Préfecture,,45.5637154,5.9192604,,1,,,
1:RAVOI,La Ravoire Centre,,45.5570909,5.9613234,,1,,,
1:GRIGN,Grignon,,45.5331147,5.8903347,,1,,,
1:GONRA,Gonrat,,45.5749322,5.9378272,,1,,,
1:SFMON,Salle Des Fêtes,,45.5393176,5.9090454,,1,,,
1:PUYGR,Puygros Chef Lieu,,45.5675011,6.0343601,,1,,,
1:PMAIS,College De Maistre,,45.5808999,5.9598879,,1,,,
1:PLAGE,Plage,,45.6550319,5.8601391,,1,,,
1:HALLES,Halles,,45.5668743,5.9181952,,1,,,
1:ALJCF,Aillon-le-J C-Lieu,,45.6194293,6.0801102,,1,,,
1:PCEVE,Cévennes ,,45.5894187,5.9191,,1,,,
1:CURTI,Curtillet,,45.5420572,5.9135554,,1,,,
1:VILMA,Villard Marin,,45.5730776,5.8568535,,1,,,
1:ROUTE,Les Routes,,45.6116603,5.9459509,,1,,,
1:GALIO,Galion,,45.5747016,5.9449168,,1,,,
1:TIREU,Chevaliers Tireurs,,45.5755183,5.9088859,,1,,,
1:CHART,Chartreuse,,45.5323764,5.9449392,,1,,,
1:CROST,Collège E. Rostand,,45.5600901,5.9653063,,1,,,
1:MOTTE,De Gaulle,,45.5936528,5.8695554,,1,,,
1:PLASP,Plaine Des Sports,,45.576978,5.9647534,,1,,,
1:BIOLL,Biollay,,45.5601322,5.9059301,,1,,,
1:AIMG1,Aillons 1000,,45.6088797,6.10164,,1,,,
1:SJARV,St Jean D'Arvey C-L,,45.5860442,5.9959816,,1,,,
1:HTCHA,Chamoux,,45.5836241,5.8792958,,1,,,
1:DEBUS,Debussy,,45.5717625,5.8906628,,1,,,
1:THUIL,La Thuile Chef-Lieu,,45.5333111,6.054832,,1,,,
1:THOIR,Thoiry Chef-Lieu,,45.5880941,6.0289422,,1,,,
1:HOPBI,Hopital Biset,,45.5642851,5.9148454,,1,,,
1:LANDN,Landiers Nord,,45.6124516,5.8881768,,1,,,
1:SVIMI,Stade Vimines,,45.5381659,5.8584467,,1,,,
1:PRLAN,PR Landiers,,45.5943779,5.9006988,,1,,,
1:PHAR,Le Phare,,45.5838106,5.9011275,,1,,,
1:CASCL,St Cassin Chef-Lieu,,45.5378959,5.8936227,,1,,,
1:SALIN,Salins,,45.5584107,5.90246,,1,,,
1:PREAN,Pré De L'Ane,,45.5983239,5.9144925,,1,,,
1:PACHO,Les Pachouds,,45.5513496,6.031469,,1,,,
1:GDVER,Grand Verger,,45.5806872,5.9090161,,1,,,
1:CMOTT,La Motte Centre,,45.5972823,5.8756799,,1,,,
1:PRSON,PR Maison Brûlée,,45.6104107,5.9112382,,1,,,
1:LACAPA,La Capite ,,45.552523,5.9389934,,1,,,
1:LANDS,Landiers Sud,,45.5967262,5.8976899,,1,,,
1:MYOSO,Myosotis,,45.5511531,5.9415821,,1,,,
1:COPLA,Col De Plainpalais,,45.6447947,6.0149894,,1,,,
1:ENTRN,Entrenants,,45.5501105,6.0416363,,1,,,
1:MTHOU,Monthoux,,45.5434466,6.0354742,,1,,,
1:LEYSS,Leysse,,45.5759108,5.9741081,,1,,,
1:SULCL,St Sulpice Chef Lieu,,45.5681548,5.8441815,,1,,,
1:EVALON,Ecole Vallon Fleuri,,45.5548964,5.9673116,,1,,,
1:LEMEN,Lémenc,,45.574979,5.9232474,,1,,,
1:EGCHA,Eglise Challes,,45.5470709,5.9817503,,1,,,
1:CMERM,Collège J. Mermoz,,45.568707,5.9743716,,1,,,
1:CURCL,Curienne Chef-Lieu,,45.5661543,6.0090446,,1,,,
1:CHOSP,Hôpital Maché,,45.5641971,5.9116337,,1,,,
1:PORET,Porretaz,,45.5408146,5.9479647,,1,,,
1:KDC,Dépot keolis,,45.5894572,5.8956606,,1,,,
1:PLSUD,Plan Sud,,45.600927,5.8758627,,1,,,
1:RUTEZ,Ruttet,,45.6134758,5.9250736,,1,,,
1:CBOIG,Collège De Boigne,,45.5912148,5.8809095,,1,,,
1:MRAVO,Mairie La Ravoire,,45.5584536,5.9638077,,1,,,
1:CHABA,Château De La Bâtie,,45.5773737,5.9855491,,1,,,
1:DESER,Les Déserts Ch-Lieu,,45.6205958,6.0097295,,1,,,
1:PISCI,Piscine du Stade,,45.5726116,5.911524,,1,,,
1:PEGBA,Ecole De Bassens,,45.5817068,5.9401304,,1,,,
1:HYERS,Hyères,,45.573581,5.9057499,,1,,,
1:GOTTE,Gotteland,,45.548054,5.937596,,1,,,
1:STMON,Stade Montagnole,,45.535007,5.9076141,,1,,,
1:HYERR,Hyères ,,45.5730427,5.907056,,1,,,
1:CBORD,College H. Bordeaux,,45.5630424,5.8909201,,1,,,
1:LACAPD,La Capite ,,45.5524363,5.9392069,,1,,,
1:PRADI,Pradian,,45.573514,5.9565168,,1,,,
1:LYARM,Lycée Louis Armand,,45.594974,5.9203104,,1,,,
1:TERAE,Terraillets,,45.5367485,5.9597822,,1,,,
1:EMAUS,Emmaüs,,45.601692,5.8836365,,1,,,
1:CORNI,Corniolles,,45.5773337,5.9789065,,1,,,
1:PRTRO,PR La Trousse,,45.5717493,5.9601114,,1,,,
1:CONDE,Condemine,,45.5642017,6.0382399,,1,,,
1:PAPIL,Parpillettes,,45.5707968,5.950701,,1,,,
1:BISSE,Bisseraine,,45.5774436,5.8875139,,1,,,
1:FOLAZ,Follaz,,45.581594,5.9030453,,1,,,
1:FRETE,Frettey,,45.5767029,5.9673242,,1,,,
1:BORSO,Borson,,45.5868569,5.9009276,,1,,,
1:ZAERI,Erier,,45.5992846,5.8866818,,1,,,
1:CSAND,Collège G. Sand,,45.6022109,5.8677522,,1,,,
1:MTFER,Monférine,,45.5696492,5.9791671,,1,,,
1:CLUSA,Clusaz,,45.5920694,5.9458142,,1,,,
1:MARLE,Marle,,45.5730957,6.0237151,,1,,,
1:BOULO,Boulodrome,,45.5813828,5.944765,,1,,,
1:JOPET,Joppet,,45.5690374,5.9308178,,1,,,
1:MBISY,Mairie Bissy,,45.5765314,5.8986229,,1,,,
1:VILET,Villette,,45.5530298,5.9545396,,1,,,
1:DUPUY,Clos Dupuy,,45.5682431,5.9798613,,1,,,
1:ROUSE,Rousseau,,45.5624648,5.9304382,,1,,,
1:LAITI,Laitière,,45.5848122,5.8814557,,1,,,
1:ESCLA,Esclangon,,45.5906932,5.8933252,,1,,,
1:LEVEQ,L'Evêque,,45.5306098,5.9123067,,1,,,
1:TUNEL,Tunnel,,45.5730583,5.9322942,,1,,,
1:MOULI,Les Moulins,,45.5906713,5.8704534,,1,,,
1:QUINQ,Quinquin,,45.5734127,5.9505965,,1,,,
1:LELIA,Lélia,,45.5584702,5.9360634,,1,,,
1:CASLA,Casselagnat,,45.5736669,5.9761561,,1,,,
1:CARRE,Le Carré,,45.6065377,5.8917905,,1,,,
1:ANCOL,Ancolies,,45.551202,5.9182874,,1,,,
1:MEDIPD,Médipôle,,45.5459508,5.970629,,1,,,
1:GENDA,Gendarmerie,,45.6011796,5.9143475,,1,,,
1:REBER,Rebérioux,,45.5940855,5.9167018,,1,,,
1:MOLAS,Les Molasses,,45.5620491,5.8725569,,1,,,
1:BRUYE,Bruyères,,45.5837546,5.9191289,,1,,,
1:BOISS,Boisse,,45.5785899,5.913628,,1,,,
1:LYAGR,Lycée Agricole,,45.5652703,5.8934608,,1,,,
1:MEDIPA,Médipôle,,45.5454238,5.9707931,,1,,,
1:BEGON,Bégon,,45.5681487,5.878569,,1,,,
1:MACON,Mâconnais,,45.5914953,5.9175537,,1,,,
1:BOEGE,Boëge,,45.5501586,5.9610879,,1,,,
1:BOMON,Beaumont,,45.625261,5.9164431,,1,,,
1:CEJEO,St Jeoire Centre,,45.5327778,5.9921366,,1,,,
1:CHENE,Le Chêne,,45.5439373,5.8927582,,1,,,
1:BELDO,Belledonnes,,45.5585278,5.9570582,,1,,,
1:CHARM,Charmettes,,45.5591032,5.9311456,,1,,,
1:EGCOG,Eglise Cognin,,45.5626881,5.8936596,,1,,,
1:BALME,Balme,,45.5866647,5.9073214,,1,,,
1:CLARI,Les Clarines,,45.5539207,5.9030843,,1,,,
1:INES,Ines Sud,,45.6405506,5.8746773,,1,,,
1:PROVE,Provence,,45.5877607,5.9218746,,1,,,
1:TRPRE,Trois Prés,,45.5402872,5.9896501,,1,,,
1:PAGNO,Pagnon,,45.6040621,5.8925727,,1,,,
1:SEVAZ,Servennaz,,45.6154141,5.9191411,,1,,,
1:PIOCH,Piochet,,45.5852844,5.9219815,,1,,,
1:STOMB,St Ombre,,45.5810769,5.9214388,,1,,,
